STRIP_NO,STAND_NO,kmCal,kmAct,STRAINRATE_POST,KM,STRAIN_RATE
7524576600,7,204.9429,209.8718,135.8411,202.3063,137.9864
7524576700,1,112.9326,112.0441,7.076027,112.9896,7.085667
7524576700,2,127.5774,128.1926,15.0313,127.6874,15.1629
7524576700,3,148.4538,149.807,31.08543,148.2859,30.86397
7524576700,4,172.1598,164.8337,50.21809,171.4127,49.89031
7524576700,5,197.2162,204.2957,93.21981,196.0178,90.37005
7524576700,6,224.709,222.8231,130.4968,222.7646,122.001
7524576700,7,204.754,203.3194,139.527,201.4884,137.9881
7524576800,1,116.8039,118.62,7.068796,116.8634,7.085746
7524576800,2,131.7914,136.8049,15.02921,131.8847,15.16301
7524576800,3,149.9019,151.549,31.17074,149.6848,30.86407
7524576800,4,175.5821,169.503,49.86945,175.3046,49.89035
7524576800,5,207.2999,216.1926,92.45329,206.3763,90.36988
7524576800,6,225.8335,222.2441,131.2286,224.1274,122.0008
7524576800,7,205.8408,212.05,138.6659,202.7954,137.9879
7524870100,1,116.2981,114.8264,7.158473,116.2424,7.121098
7524870100,2,130.7042,129.2429,16.71793,130.6737,16.63029
7524870100,3,154.9452,145.7533,37.06977,153.8734,34.80614
7524870100,4,179.714,199.1152,45.44839,181.0364,50.3912
7524870100,5,206.9622,221.1597,82.95887,209.0504,86.79135
7524870100,6,217.3733,222.4677,113.7386,218.1809,108.2512
7524870100,7,208.7255,204.8626,122.8778,208.1121,107.083
7524870200,1,120.8399,122.0434,7.813155,120.9025,7.87178
7524870200,2,130.0087,136.8645,18.36235,130.0624,18.38251
7524870200,3,152.53,147.8213,39.54472,152.2312,38.47187
7524870200,4,174.5848,191.9025,52.31107,175.258,55.69703
7524870200,5,202.2683,229.6576,93.20473,202.4745,95.9278
7524870200,6,213.7409,234.0572,124.7269,213.1484,119.645
7524870200,7,208.6741,208.0276,130.7868,207.0425,118.3527
7524870300,1,116.9531,120.3506,7.770344,116.9104,7.763392
7524870300,2,131.0337,129.4097,18.28621,130.9561,17.9631
7524870300,3,145.6682,148.3838,36.53498,145.8542,37.30201
7524870300,4,183.0775,187.1584,54.56495,182.6843,53.74104
7524870300,5,208.7713,226.7403,94.28754,207.3703,92.17198
7524870300,6,202.7098,236.7508,125.5438,200.6762,119.4428
7524870300,7,202.5151,213.6855,124.7816,200.0342,123.3285
7524870400,1,119.2779,123.7954,7.775682,119.2327,7.762575
7524870400,2,132.6599,133.4573,18.14259,132.7106,17.96182
7524870400,3,148.5303,151.24,36.72786,148.7253,37.30045
7524870400,4,186.3741,187.335,55.40832,185.5266,53.73979
7524870400,5,212.6184,227.9962,95.04051,211.0793,92.17134
7524870400,6,217.9114,234.5913,126.59,215.4843,119.4435
7524870400,7,212.9302,211.4743,121.3886,210.2529,123.3301
7524870500,1,119.8033,123.9183,7.811397,119.755,7.762675
7524870500,2,132.7889,133.651,18.09523,132.7917,17.96198
7524870500,3,148.7858,153.0239,36.34916,149.0592,37.30064
7524870500,4,186.9381,183.1709,56.21497,185.6429,53.73993
7524870500,5,215.0816,226.3923,95.91537,212.9731,92.17142
7524870500,6,220.4529,230.1846,129.0081,217.524,119.4434
7524870500,7,214.2834,207.2114,114.619,210.3047,123.3299
7524870600,1,121.6698,125.5189,7.818336,121.6209,7.763169
7524870600,2,134.2165,135.9339,17.90636,134.3542,17.96273
7524870600,3,151.0037,154.5085,36.74598,151.1059,37.30152
7524870600,4,186.4966,185.1544,55.66943,184.927,53.74067
7524870600,5,215.2317,225.2689,96.14482,213.2038,92.17181
7524870600,6,220.4688,226.0266,130.7003,217.6001,119.443
7524870600,7,205.0881,198.5881,114.4529,202.0855,123.329
7524870700,1,117.2948,121.318,7.809882,117.2488,7.763495
7524870700,2,130.7483,130.8354,18.02523,130.7547,17.96326
7524870700,3,146.128,152.1089,36.50557,146.3294,37.30219
7524870700,4,184.24,181.8561,56.10069,182.8707,53.74117
7524870700,5,216.0307,225.4908,96.80431,214.2504,92.17203
7524870700,6,220.7332,224.1094,131.3668,218.1752,119.4427
7524870700,7,204.0974,198.6423,113.7947,201.3612,123.3283
7524870800,1,120.4366,120.1955,7.813789,120.3875,7.762506
7524870800,2,132.6739,132.1624,17.95897,132.798,17.96172
7524870800,3,149.4669,149.9134,36.80616,149.6409,37.30033
7524870800,4,183.8399,179.8062,56.04699,182.2922,53.73977
7524870800,5,215.185,217.1237,97.77389,212.6517,92.17149
7524870800,6,205.8654,211.8245,127.6842,202.8268,119.4438
7524870800,7,202.842,186.9174,116.5203,198.5632,123.3304
7525070200,1,121.3121,126.9199,8.612996,121.3259,8.614256
7525070200,2,144.9389,136.3712,19.22477,145.0516,19.00087
7525070200,3,160.6913,149.9949,38.26683,160.463,37.90679
7525070200,4,181.7345,174.0253,59.10889,180.1951,55.57877
7525070200,5,201.4028,194.9202,93.53748,199.1804,91.11743
7525070200,6,214.5212,183.1593,113.2587,211.7677,110.8223
7525070200,7,246.2048,208.9081,109.2462,244.7251,110.3138
7524870900,1,118.0275,118.7992,7.509034,118.0094,7.480464
7524870900,2,132.926,131.2856,15.56477,133.1933,15.81703
7524870900,3,151.0278,145.9368,30.89223,150.5227,30.00957
7524870900,4,175.3304,171.3281,42.91903,174.3436,41.87172
7524870900,5,197.7637,200.2904,69.48301,196.8876,68.89226
7524870900,6,208.3416,207.1996,91.37015,206.985,83.51202
7524870900,7,211.7915,199.3296,84.51878,209.6956,85.81558
7524871000,1,118.596,118.9169,7.494175,118.5773,7.479491
7524871000,2,133.3556,131.8605,15.68266,133.5467,15.81566
7524871000,3,145.0201,145.2993,30.40071,144.6961,30.00809
7524871000,4,175.2666,173.2966,43.28374,174.6421,41.87064
7524871000,5,198.8577,201.3268,69.48232,198.0063,68.89191
7524871000,6,209.1527,209.5376,91.27638,207.6971,83.51287
7524871000,7,211.2635,204.5118,85.06939,209.0464,85.81731
7524871100,1,127.7116,121.9432,6.74656,127.748,6.673863
7524871100,2,139.2234,133.4306,13.47056,139.1138,13.4358
7524871100,3,146.178,149.3525,24.11713,145.5503,23.91761
7524871100,4,182.9779,173.3456,32.60315,182.4701,31.98425
7524871100,5,197.7118,206.2288,52.05435,197.3659,51.72233
7524871100,6,224.0565,245.6162,69.9886,222.323,65.02785
7524871100,7,270.2612,253.7673,66.52718,266.5146,65.5016
7524871200,1,130.1606,122.3833,6.725204,130.198,6.673748
7524871200,2,139.525,134.5923,13.3387,139.5531,13.43564
7524871200,3,147.4046,148.6655,24.12675,147.011,23.91744
7524871200,4,182.8868,171.6481,32.38148,182.5576,31.98412
7524871200,5,200.4364,209.2509,52.55881,199.5159,51.72223
7524871200,6,248.0399,249.6562,71.74737,245.242,65.02789
7524871200,7,268.4424,248.1087,62.95808,263.4751,65.50175
7525370100,1,111.8419,108.4742,7.166934,111.8764,7.091783
7525370100,2,129.8545,115.2863,16.93781,129.6347,16.59312
7525370100,3,151.5968,130.7903,38.56071,149.4984,34.8264
7525370100,4,180.9194,194.0366,49.42038,180.0755,50.90393
7525370100,5,208.2271,213.2277,86.30325,208.1298,86.24524
7525370100,6,217.116,210.0659,114.4914,216.2495,105.6817
7525370100,7,207.8768,202.433,103.2869,206.11,106.3865
7525370200,1,111.5142,112.8833,7.121107,111.5172,7.093341
7525370200,2,128.3828,120.7561,16.82199,128.2831,16.59553
7525370200,3,148.6992,137.7525,36.09161,147.9302,34.82927
7525370200,4,170.6247,185.0621,50.94699,169.5687,50.90623
7525370200,5,210.2723,213.7166,89.35366,208.4783,86.24619
7525370200,6,212.2988,213.6249,112.7287,210.6682,105.6803
7525370200,7,208.1676,210.7507,98.77218,205.8192,106.3835
7525370300,1,112.5628,114.3204,7.138304,112.5658,7.094358
7525370300,2,128.7906,122.8218,16.83129,128.6357,16.5971
7525370300,3,152.7748,139.9259,35.95403,151.9551,34.8311
7525370300,4,173.6272,183.7457,51.04504,172.479,50.90764
7525370300,5,212.4619,214.4927,90.88361,210.3566,86.24668
7525370300,6,214.2811,213.4285,113.6139,212.2583,105.6792
7525370300,7,210.0486,208.4682,96.23006,207.4844,106.3815
7525370400,1,111.484,111.9721,7.133583,111.4831,7.091551
7525370400,2,127.1531,120.8844,16.76637,127.0776,16.59275
7525370400,3,146.7892,141.061,35.04904,146.3175,34.82596
7525370400,4,173.1575,180.8162,52.10106,172.09,50.90368
7525370400,5,211.0676,216.1712,90.15088,208.8662,86.24522
7525370400,6,212.5525,212.7183,112.2664,210.6111,105.682
7525370400,7,208.254,202.0867,101.9009,205.9462,106.3871
7525370500,1,111.3715,111.3848,7.117074,111.3728,7.092001
7525370500,2,126.2111,119.1258,16.70721,126.1737,16.59346
7525370500,3,145.8118,141.521,34.87371,145.5106,34.8268
7525370500,4,173.8342,179.0185,52.49533,172.7865,50.90432
7525370500,5,211.4553,214.8773,90.55241,209.2729,86.24548
7525370500,6,212.228,207.9038,109.7821,210.4813,105.6816
7525370500,7,208.6289,198.3573,105.2453,205.1385,106.3862
7525370600,1,112.8751,111.0915,7.133287,112.8769,7.093304
7525370600,2,124.5353,120.6545,16.69722,124.4325,16.59548
7525370600,3,143.8011,141.6396,34.19416,143.8589,34.82922
7525370600,4,174.8384,179.6507,52.74464,173.5926,50.90618
7525370600,5,212.1009,215.9877,90.41721,209.8737,86.24618
7525370600,6,212.0105,209.6848,111.1643,210.1532,105.6803
7525370600,7,207.3344,212.7989,100.3121,204.085,106.3837
7525370700,1,111.3915,111.061,7.123737,111.396,7.094498
7525370700,2,125.1046,120.2412,16.71004,125.035,16.59733
7525370700,3,145.0175,142.2567,34.66517,144.8277,34.83141
7525370700,4,174.9841,178.1738,52.31124,173.9182,50.9079
7525370700,5,212.2152,215.9307,89.72618,210.1098,86.24686
7525370700,6,211.471,205.8834,112.8287,209.7333,105.6792
7525370700,7,208.5112,203.522,98.7355,204.6194,106.3813
7525370800,1,117.8018,117.035,7.513103,117.7749,7.427986
7525370800,2,132.3927,122.9268,17.58465,132.2078,17.37955
7525370800,3,150.6171,145.2419,36.75982,150.0946,36.47661
7525370800,4,178.9243,179.0828,56.47442,177.1006,53.31586
7525370800,5,200.5196,214.234,91.80386,198.4606,90.33123
7525370800,6,208.4068,200.5315,116.3847,206.0456,110.6881
7525370800,7,215.9989,208.1536,107.1416,211.7098,111.4261
7525370900,1,116.188,116.8124,7.112277,116.1903,7.092268
7525370900,2,129.6987,124.554,16.67643,129.6136,16.59385
7525370900,3,151.9424,144.6648,34.89097,151.8385,34.82723
7525370900,4,177.1961,177.9363,52.48051,176.1026,50.90469
7525370900,5,214.2271,221.6634,90.18433,212.3871,86.24558
7525370900,6,212.0948,209.7523,110.3893,210.4455,105.6813
7525370900,7,207.025,205.4493,104.7381,205.0397,106.3857
7525371000,1,116.4837,116.3986,7.118903,116.4875,7.093592
7525371000,2,129.3588,124.2146,16.6377,129.3181,16.59591
7525371000,3,151.5841,144.9135,34.78672,151.3799,34.82967
7525371000,4,182.385,178.0992,53.84327,181.0534,50.90654
7525371000,5,209.9337,216.2871,89.54099,207.9038,86.24625
7525371000,6,216.643,206.5759,110.1954,214.8573,105.6799
7525371000,7,207.561,202.9636,103.6051,205.5361,106.383
7525371100,1,112.7767,116.8952,7.099788,112.7834,7.094393
7525371100,2,127.9499,123.9016,16.68767,127.8981,16.59715
7525371100,3,148.7592,143.6984,34.65125,148.7199,34.83118
7525371100,4,176.9546,178.821,52.36489,175.8255,50.90771
7525371100,5,214.8979,216.6798,90.87892,213.0094,86.24672
7525371100,6,211.7814,205.1302,110.2931,210.114,105.6792
7525371100,7,206.3817,200.4704,106.0523,204.4094,106.3815
7525371200,1,124.452,124.4218,7.817976,124.4872,7.822693
7525371200,2,138.7624,128.2195,17.59776,138.8104,17.30371
7525371200,3,154.8053,147.1767,35.26101,154.0681,34.6474
7525371200,4,175.5233,179.8334,50.76437,174.6496,51.32002
7525371200,5,212.7033,215.9823,87.5535,211.8203,82.80349
7525371200,6,205.4771,201.325,104.2524,203.98,98.97538
7525371200,7,219.0989,213.4191,94.62573,217.1553,97.00503
7525371300,1,118.8164,120.0028,7.837889,118.8491,7.822815
7525371300,2,136.1805,126.81,17.51411,136.233,17.30391
7525371300,3,152.5461,147.4099,34.92952,151.9378,34.64764
7525371300,4,177.1108,176.6095,52.03408,176.1495,51.32012
7525371300,5,215.1594,218.3523,87.61909,213.6697,82.80345
7525371300,6,214.4575,202.7425,102.8038,212.4218,98.97523
7525371300,7,229.6652,210.2119,95.09161,227.3049,97.00482
7525371400,1,123.1067,118.4199,6.51665,123.0355,6.427224
7525371400,2,137.3299,125.9804,13.7012,137.2343,13.49008
7525371400,3,149.0116,140.8058,24.4801,148.4917,24.46192
7525371400,4,175.7004,164.1463,34.63321,174.4865,32.95284
7525371400,5,185.7406,195.9194,54.56554,184.2898,55.23141
7525371400,6,195.2401,201.7394,71.1514,193.8053,68.92805
7525371400,7,214.2949,199.6797,73.16743,211.1802,68.69979
7525372400,1,121.8802,115.3046,7.358461,121.908,7.277442
7525372400,2,142.6702,123.6285,15.56077,142.7996,15.49002
7525372400,3,156.1222,144.1052,31.34274,154.7334,29.85408
7525372400,4,188.9634,172.3609,46.56524,186.6162,42.93476
7525372400,5,207.4753,224.7402,66.49989,206.897,70.32495
7525372400,6,224.1257,262.6896,85.01456,222.6141,82.29866
7525372400,7,273.4679,283.0678,90.74674,269.7513,83.39711
7525372500,1,123.3188,111.4668,7.552596,123.2624,7.417768
7525372500,2,140.7134,124.2778,15.89752,140.5813,15.77002
7525372500,3,152.6866,144.1166,30.62997,151.7199,29.93548
7525372500,4,183.6895,172.1849,44.53632,182.4175,41.97528
7525372500,5,204.9691,222.8877,66.39874,205.1342,68.95229
7525372500,6,224.0132,244.9675,85.65352,224.6666,81.98529
7525372500,7,270.5064,270.7988,89.09044,270.8965,82.58892
7525372600,1,123.7793,116.6934,7.868545,123.8331,7.843924
7525372600,2,137.2732,126.7259,17.50366,137.379,17.50693
7525372600,3,153.8326,146.213,34.46503,153.2854,34.34971
7525372600,4,174.8084,169.7992,50.03981,174.2527,50.54408
7525372600,5,212.9,212.1947,85.90659,211.8869,82.82636
7525372600,6,211.6349,217.1586,100.9701,209.8988,99.57578
7525372600,7,219.5863,210.3487,92.82841,217.1242,96.9835
7525372700,1,109.5099,107.6881,7.157895,109.4822,7.163767
7525372700,2,124.4361,119.6082,16.59568,124.6255,16.486
7525372700,3,139.2466,139.7065,33.4066,138.8625,33.18211
7525372700,4,175.3795,165.9357,51.39614,175.0527,49.65682
7525372700,5,188.7552,209.2532,83.08802,188.8741,82.5442
7525372700,6,202.7461,215.6768,102.5879,202.7854,100.2487
7525372700,7,216.1185,211.9208,96.88386,214.0618,98.21573
7525372800,1,119.2658,112.8769,7.852799,119.3139,7.840805
7525372800,2,133.3924,120.3176,17.61354,133.4947,17.50234
7525372800,3,152.7868,141.5047,35.35407,151.9079,34.3446
7525372800,4,174.0517,169.2692,50.12139,173.267,50.54018
7525372800,5,214.3933,212.7156,86.42583,213.2616,82.82515
7525372800,6,213.7264,211.539,103.2292,211.8815,99.5788
7525372800,7,227.8162,209.875,94.26208,225.2554,96.98902
7525372900,1,113.6299,107.8515,7.850293,113.6739,7.839533
7525372900,2,128.5359,116.8757,17.65855,128.5573,17.50049
7525372900,3,143.7247,140.7177,34.44594,143.3237,34.34258
7525372900,4,176.6154,165.1478,52.96478,175.5972,50.53872
7525372900,5,197.3338,209.3557,84.74654,196.3646,82.82475
7525372900,6,203.668,204.987,103.0105,202.9005,99.58015
7525372900,7,217.1766,194.7431,95.56882,214.5903,96.99129
7525373000,1,119.455,116.2928,7.826412,119.5051,7.841166
7525373000,2,134.7411,125.9595,17.48821,134.8361,17.50286
7525373000,3,152.6909,144.9792,34.64926,152.3405,34.34515
7525373000,4,182.4676,171.3645,52.59528,181.4091,50.54065
7525373000,5,199.1444,206.3939,85.82126,197.7709,82.82538
7525373000,6,204.3496,205.314,103.0412,203.0342,99.57851
7525373000,7,213.7222,197.1616,94.70005,211.8684,96.98845
7525373100,1,114.5857,111.744,7.825131,114.6304,7.838752
7525373100,2,135.5877,121.012,17.63738,135.6701,17.49932
7525373100,3,144.9296,144.5532,34.26065,144.5068,34.34125
7525373100,4,176.6993,172.4806,51.65673,175.9594,50.5377
7525373100,5,212.7708,213.6564,86.77184,212.28,82.8244
7525373100,6,212.2356,212.6579,103.6223,210.9769,99.58082
7525373100,7,214.7513,205.5092,96.15975,211.5803,96.99268
7525373200,1,118.0878,114.838,7.837411,118.1323,7.838224
7525373200,2,130.0356,124.1469,17.38507,130.1396,17.49853
7525373200,3,150.2079,144.6336,34.65381,149.9385,34.3403
7525373200,4,180.8032,176.3115,52.06334,179.6943,50.53697
7525373200,5,213.3291,213.6809,87.04287,211.9052,82.82421
7525373200,6,211.943,213.4296,104.0736,210.5247,99.58137
7525373200,7,211.7424,210.0991,94.41634,209.9162,96.99356
7525373300,1,119.4617,116.2058,7.831577,119.3771,7.691023
7525373300,2,134.8418,128.2512,19.02983,134.7415,19.06533
7525373300,3,162.2086,156.282,39.26772,161.5009,37.89959
7525373300,4,200.502,191.0697,57.0846,198.4447,54.18893
7525373300,5,217.8024,230.0386,92.84494,215.9438,91.75787
7525373300,6,244.6965,255.6098,121.3514,241.8828,110.5779
7525373300,7,273.3832,267.0807,116.585,269.4183,116.2606
7525373400,1,120.7911,116.9364,7.799214,120.721,7.698428
7525373400,2,136.3773,127.3378,19.15537,136.3171,19.07701
7525373400,3,159.7012,156.1235,38.5774,159.1082,37.91281
7525373400,4,205.7658,194.5148,56.58499,204.0085,54.19889
7525373400,5,223.6241,241.4023,94.02828,221.8115,91.76157
7525373400,6,247.6952,263.0204,119.0076,245.1857,110.5712
7525373400,7,281.598,283.3601,119.2618,278.0179,116.2462
7525870100,1,123.606,128.9414,9.25848,123.5761,9.152786
7525870100,2,143.3091,134.5536,21.14248,143.1453,20.78534
7525870100,3,157.671,144.5076,41.56634,157.8426,42.48228
7525870100,4,190.805,162.9586,65.37987,188.9502,60.60164
7525870100,5,210.2724,196.3049,110.6122,206.7082,102.9435
7525870100,6,209.0689,177.2453,130.4798,205.4117,124.8321
7525870100,7,239.0977,232.6041,101.7815,234.7903,123.9449
7525870200,1,126.0679,121.8357,9.058399,126.0078,8.923043
7525870200,2,134.1391,128.8163,20.3715,133.954,20.2675
7525870200,3,146.7927,148.1411,39.60327,147.1994,41.43064
7525870200,4,176.995,162.2643,62.21135,176.0428,59.10738
7525870200,5,215.0685,199.929,109.049,212.52,100.414
7525870200,6,203.1841,184.5397,124.1542,200.3523,121.7722
7525870200,7,201.4252,209.7395,110.3559,199.2229,120.9112
7525870300,1,125.6721,120.8243,9.059068,125.613,8.923729
7525870300,2,133.5604,131.1685,20.15972,133.4728,20.26853
7525870300,3,147.1151,149.5954,39.94427,147.4647,41.43182
7525870300,4,175.4636,161.7138,61.37751,174.5522,59.10825
7525870300,5,213.533,201.7919,107.6436,211.0033,100.4142
7525870300,6,201.0833,190.9638,127.0102,198.4399,121.7715
7525870300,7,202.5865,211.8649,113.286,200.3685,120.9099
7525870400,1,127.7393,120.8346,8.982692,127.7744,8.904986
7525870400,2,131.8593,132.2643,20.10116,131.702,20.22322
7525870400,3,148.1584,151.37,39.95134,148.4805,41.33444
7525870400,4,174.4286,161.6047,60.9472,173.6524,58.96511
7525870400,5,212.4594,202.7178,105.6451,210.3614,100.1649
7525870400,6,226.6827,196.4623,129.5494,224.1229,121.4637
7525870400,7,203.9942,215.7604,108.0706,201.7031,120.601
7525870500,1,126.3006,121.5285,9.237333,126.271,9.152343
7525870500,2,134.1172,133.2149,20.7689,134.0049,20.7847
7525870500,3,163.9289,151.3523,42.95707,163.8749,42.4816
7525870500,4,188.8616,158.5466,65.47027,187.2782,60.60123
7525870500,5,214.4613,200.1207,109.0896,211.3472,102.9436
7525870500,6,226.0404,195.6939,127.2755,222.697,124.8328
7525870500,7,206.3942,211.432,113.9671,203.4846,123.946
7525870600,1,123.6745,119.9496,8.20047,123.6282,8.148088
7525870600,2,133.1006,131.1144,18.50356,133.1564,18.50656
7525870600,3,152.3324,150.5465,37.68415,152.2082,37.82966
7525870600,4,184.5746,161.6036,56.62788,183.4191,53.96888
7525870600,5,215.8314,202.2022,96.4212,213.7098,91.68286
7525870600,6,209.0231,198.2917,113.9235,206.6895,111.1825
7525870600,7,214.301,206.3493,113.1476,211.6945,110.3956
7525870700,1,129.1681,124.5845,9.001962,129.1121,8.92397
7525870700,2,133.6712,136.0578,20.20685,133.6697,20.26887
7525870700,3,150.9421,151.1674,41.35441,150.7472,41.43217
7525870700,4,174.9857,162.3145,60.06929,174.1308,59.10851
7525870700,5,211.5869,203.7111,104.3342,209.7868,100.4143
7525870700,6,221.5476,198.997,126.8332,219.3347,121.7712
7525870700,7,212.1201,206.3936,119.4073,211.1623,120.9094
7525870900,1,123.9618,125.225,9.181549,123.9365,9.152283
7525870900,2,139.9267,135.4812,21.0021,139.9708,20.78461
7525870900,3,162.5478,151.5831,43.30395,162.1484,42.4815
7525870900,4,185.8886,161.8622,62.89148,184.5487,60.60114
7525870900,5,211.4981,199.985,108.2324,209.5051,102.9435
7525870900,6,219.6689,190.1476,127.7668,217.281,124.8328
7525870900,7,206.5218,192.0088,122.1025,204.4243,123.9461
7525870800,1,126.5617,122.4877,8.572256,126.6189,8.558476
7525870800,2,135.1387,131.8908,19.54688,135.0543,19.43637
7525870800,3,149.3363,152.342,39.61345,148.8704,39.72631
7525870800,4,171.5652,165.3658,56.67586,170.7167,56.67115
7525870800,5,206.3911,201.8464,98.27567,205.3628,96.26828
7525870800,6,220.3904,200.4596,123.1129,218.6739,116.7387
7525870800,7,210.7268,192.6111,118.7998,208.5388,115.9096
7525871000,1,123.2603,127.1629,7.869009,123.2552,7.810969
7525871000,2,141.9737,136.6152,17.17681,142.2328,17.3082
7525871000,3,162.8769,154.2368,35.57853,162.3075,34.66601
7525871000,4,181.078,166.1538,55.00655,179.1431,50.96007
7525871000,5,206.2643,200.3716,87.57292,203.5377,83.63966
7525871000,6,228.0205,197.4859,105.0489,224.7089,99.96296
7525871000,7,255.5671,211.9455,95.12183,251.8504,97.23097
7525871100,1,121.3351,121.8328,7.546507,121.2728,7.483781
7525871100,2,137.5862,134.8663,15.83644,137.7296,15.93555
7525871100,3,146.8436,147.3633,30.21059,146.5549,30.25259
7525871100,4,177.9563,162.2457,44.91371,176.7014,42.0943
7525871100,5,193.0999,195.8706,71.74348,191.5526,70.33379
7525871100,6,210.8247,205.5277,91.57364,209.0664,83.61353
7525871100,7,218.1949,223.319,80.18878,215.654,83.58932
7525871200,1,121.3615,120.242,7.548081,121.3032,7.486311
7525871200,2,137.218,135.6196,15.82374,137.3583,15.9391
7525871200,3,146.8615,148.8886,30.23015,146.5485,30.25646
7525871200,4,175.8708,162.3841,44.17115,174.8335,42.09708
7525871200,5,193.1784,196.0354,71.82714,191.8772,70.33463
7525871200,6,210.1028,205.4064,90.18894,208.4395,83.61126
7525871200,7,218.5389,224.1343,83.21088,216.2681,83.5851
7525871300,1,124.6089,120.543,7.844225,124.628,7.832704
7525871300,2,137.4385,133.5719,17.4594,137.5607,17.51246
7525871300,3,156.5667,148.6156,33.62344,156.7238,34.36898
7525871300,4,182.8557,161.1785,53.8595,181.7055,50.18964
7525871300,5,214.2498,199.2779,87.40601,212.2239,83.6625
7525871300,6,218.3933,200.2297,104.1184,215.8104,100.5688
7525871300,7,231.9218,218.8314,93.51498,228.9018,97.2085
7525871400,1,125.4255,126.0206,9.374923,125.4211,9.330626
7525871400,2,141.9914,137.4301,21.01832,141.9801,20.86297
7525871400,3,161.3885,149.7851,40.34895,161.4027,40.94685
7525871400,4,182.9169,159.6143,63.02786,181.7787,59.79782
7525871400,5,205.7591,197.0757,102.1042,203.9431,99.68192
7525871400,6,223.0967,194.4566,125.485,220.6954,119.8283
7525871400,7,211.0262,214.2911,106.4164,209.7847,115.8261
7525871500,1,103.906,130.3583,7.449571,103.9267,7.53107
7525871500,2,121.0598,143.5947,16.7945,121.6135,17.366
7525871500,3,140.1602,164.6486,34.26966,140.4744,34.96913
7525871500,4,163.6163,174.9663,54.79037,162.5196,51.94204
7525871500,5,182.6732,207.5554,89.48071,181.4469,87.84075
7525871500,6,189.3629,202.4028,108.329,187.5232,106.6767
7525871500,7,231.6787,238.0699,108.2137,228.9632,103.7258
7525872000,1,123.3436,118.4954,8.199472,123.2971,8.147806
7525872000,2,132.5538,135.623,18.44692,132.5825,18.50614
7525872000,3,151.8595,148.1719,37.56958,151.9706,37.82919
7525872000,4,179.0564,161.0164,55.84737,178.1063,53.96852
7525872000,5,213.725,201.2761,96.14127,211.744,91.68277
7525872000,6,207.2622,202.4859,111.78,205.0363,111.1828
7525872000,7,212.5883,204.9201,112.1556,210.1934,110.396
7525872100,1,122.5482,119.255,8.228895,122.4958,8.145164
7525872100,2,132.79,131.4288,18.53324,132.8368,18.50217
7525872100,3,152.0624,147.5071,38.26342,151.6145,37.82458
7525872100,4,177.6666,162.5859,55.69579,176.2451,53.96509
7525872100,5,213.2177,199.6249,97.06828,210.7752,91.68152
7525872100,6,207.8542,200.4619,113.1041,205.1394,111.1853
7525872100,7,212.8899,197.8218,110.1221,210.0135,110.4009
7525872200,1,125.4902,120.1953,9.244648,125.4526,9.146719
7525872200,2,133.987,135.6669,20.82042,133.8795,20.77624
7525872200,3,162.4532,149.7795,43.51579,162.058,42.47182
7525872200,4,181.8464,160.8808,62.31774,180.6826,60.59393
7525872200,5,208.7231,197.5103,106.408,206.9631,102.941
7525872200,6,214.9586,190.8668,127.5572,212.9993,124.8382
7525872200,7,203.826,212.7243,114.8478,201.7522,123.9564
7525872300,1,124.6994,121.1169,9.849632,124.7105,9.742249
7525872300,2,139.9625,137.5642,23.32681,139.8478,23.36597
7525872300,3,151.352,150.6974,42.74319,152.0445,45.25123
7525872300,4,188.9519,165.0294,68.23383,187.1917,63.17496
7525872300,5,202.0672,205.0589,112.1842,199.4303,107.2645
7525872300,6,199.5299,196.2198,136.4178,197.4997,127.9454
7525872300,7,232.0704,211.7441,126.0059,229.4582,132.6365
7525872400,1,127.4591,121.3875,9.806757,127.4745,9.742361
7525872400,2,137.6734,137.9152,23.10166,137.651,23.36613
7525872400,3,155.6208,151.8722,43.44607,156.4342,45.25139
7525872400,4,193.7491,166.401,67.3316,192.1585,63.17506
7525872400,5,203.3351,204.3587,113.5136,201.0276,107.2645
7525872400,6,200.0617,197.3464,135.7892,198.3869,127.9452
7525872400,7,235.8945,227.587,124.0587,233.5956,132.6363
7526070100,1,116.1951,116.9971,8.435176,116.1929,8.435055
7526070100,2,135.7534,133.8418,20.29018,135.8348,20.23296
7526070100,3,147.2972,156.1824,38.75536,146.9391,39.18692
7526070100,4,180.6547,169.3809,56.25461,180.2,54.7112
7526070100,5,199.928,207.2879,96.00985,199.084,92.89798
7526070100,6,197.8745,214.7204,118.7856,196.6388,110.8124
7526070100,7,224.0844,227.5347,118.5398,221.8673,114.8775
7526070200,1,117.3044,113.7343,9.364327,117.2529,9.32972
7526070200,2,134.9726,129.1007,22.43158,135.1371,22.33236
7526070200,3,147.5018,149.427,41.97863,147.7083,43.18466
7526070200,4,191.1092,163.1431,64.03033,189.7012,60.23394
7526070200,5,196.8352,199.7944,106.178,195.1471,102.1871
7526070200,6,191.798,191.5025,124.0984,189.5768,121.8184
7526070200,7,223.019,205.8831,124.7342,220.3304,126.2377
7525872700,1,120.0962,113.2879,7.837891,120.0122,7.691687
7525872700,2,135.2855,130.7491,19.0843,135.0775,19.07987
7525872700,3,158.4358,154.9227,37.59055,158.5342,37.90397
7525872700,4,204.3395,179.1323,57.18717,202.4056,53.75321
7525872700,5,226.1644,224.3519,98.64061,224.0232,92.5418
